,AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
2272,22.0,19.0,5.0,17.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2273,48.0,19.0,3.0,17.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2274,57.0,16.0,5.0,17.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2275,21.0,13.0,5.0,17.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2276,53.0,17.0,4.0,16.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2277,93.0,13.0,2.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2278,93.0,16.0,2.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2279,33.0,14.0,5.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2280,20.0,19.0,5.0,17.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2281,27.0,16.0,3.0,16.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,False
2282,20.0,19.0,5.0,17.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2283,60.0,16.0,2.0,16.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2284,27.0,21.0,5.0,16.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2285,52.0,16.0,3.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,False
2286,47.0,16.0,1.0,17.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2287,19.0,16.0,5.0,17.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2288,29.0,17.0,4.0,17.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2289,29.0,17.0,5.0,17.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2290,71.0,16.0,5.0,17.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,False
2291,22.0,19.0,5.0,17.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,True
2292,70.0,16.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,True
2293,71.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2294,60.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2295,50.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2296,10.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2297,60.0,17.0,5.0,10.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2298,30.0,21.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2299,29.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2300,61.0,10.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2301,71.0,1.0,2.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2302,23.0,21.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2303,24.0,21.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2304,58.0,7.0,1.0,0.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,True
2305,52.0,15.0,1.0,1.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,True
2306,33.0,20.0,5.0,2.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,True
2307,15.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2308,57.0,16.0,5.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2309,54.0,13.0,1.0,5.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2310,55.0,16.0,1.0,10.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,True
2311,36.0,22.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2312,26.0,16.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,True
2313,3.0,2.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,False
2314,61.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,False
2315,37.0,19.0,5.0,4.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,True
2316,29.0,16.0,5.0,15.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,True
2317,27.0,6.0,5.0,15.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,False
2318,11.0,8.0,5.0,15.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,False
2319,56.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,True
2320,26.0,15.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,False
2321,58.0,15.0,3.0,12.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,False
2322,19.0,16.0,5.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,True
2323,28.0,21.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,True
2324,30.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2325,42.0,17.0,4.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2326,20.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2327,59.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2328,62.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2329,25.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2330,25.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2331,89.0,18.0,2.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,False
2332,52.0,14.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2333,8.0,5.0,5.0,7.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,False
2334,6.0,4.0,5.0,7.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2335,53.0,16.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2336,24.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2337,32.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2338,33.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2339,10.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2340,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,False
2341,64.0,17.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,False
2342,50.0,20.0,5.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2343,64.0,17.0,4.0,13.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2344,55.0,16.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,False
2345,83.0,23.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,False
2346,82.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2347,81.0,16.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,False
2348,74.0,22.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2349,61.0,18.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2350,58.0,16.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2351,43.0,19.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,False
2352,17.0,15.0,5.0,2.0,2.0,8.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2353,10.0,7.0,5.0,2.0,2.0,8.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,False
2354,39.0,21.0,5.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2355,73.0,13.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,True
2356,77.0,18.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2357,73.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2358,31.0,6.0,5.0,0.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,True
2359,3.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,8.0,False
2360,13.0,11.0,5.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,False
2361,11.0,8.0,5.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,False
2362,35.0,6.0,5.0,13.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,8.0,False
2363,62.0,20.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2364,61.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2365,36.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2366,87.0,14.0,2.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2367,15.0,11.0,5.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2368,6.0,3.0,5.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2369,36.0,16.0,1.0,9.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2370,70.0,16.0,2.0,10.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2371,67.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2372,60.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2373,27.0,22.0,5.0,0.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,False
2374,36.0,21.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2375,35.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2376,7.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2377,4.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,False
2378,58.0,18.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2379,55.0,12.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2380,50.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,True
2381,32.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,True
2382,12.0,8.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,False
2383,11.0,7.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2384,66.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,True
2385,67.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2386,54.0,19.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2387,56.0,19.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2388,27.0,16.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2389,5.0,3.0,5.0,7.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2390,29.0,18.0,1.0,9.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2391,51.0,21.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2392,50.0,16.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2393,43.0,19.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,True
2394,49.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,False
2395,81.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2396,74.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2397,83.0,13.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2398,20.0,16.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2399,29.0,17.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2400,5.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2401,0.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,False
2402,59.0,19.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2403,54.0,20.0,1.0,0.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2404,58.0,20.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2405,24.0,19.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2406,24.0,21.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2407,64.0,16.0,4.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2408,50.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2409,44.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2410,21.0,20.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2411,38.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2412,40.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2413,10.0,8.0,5.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2414,43.0,19.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2415,20.0,17.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,False
2416,15.0,11.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2417,46.0,24.0,1.0,0.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,True
2418,45.0,24.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,True
2419,15.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2420,9.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2421,52.0,22.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2422,51.0,22.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2423,20.0,18.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2424,18.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2425,16.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2426,68.0,16.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,False
2427,65.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2428,23.0,22.0,5.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2429,67.0,20.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2430,61.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2431,57.0,20.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2432,56.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2433,45.0,20.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2434,16.0,12.0,5.0,3.0,2.0,7.0,4.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,False
2435,59.0,20.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2436,44.0,22.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2437,48.0,21.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2438,15.0,12.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2439,11.0,8.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2440,60.0,21.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,True
2441,34.0,19.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2442,32.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2443,4.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,False
2444,70.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2445,68.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,False
2446,69.0,9.0,3.0,15.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,False
2447,73.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,False
2448,69.0,13.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,True
2449,57.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2450,54.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2451,75.0,21.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2452,69.0,16.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2453,60.0,19.0,3.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2454,68.0,16.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2455,61.0,16.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2456,48.0,21.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,True
2457,81.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,False
2458,78.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,False
2459,68.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2460,77.0,15.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2461,44.0,16.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2462,67.0,16.0,3.0,12.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2463,29.0,21.0,4.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,True
2464,8.0,5.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,False
2465,5.0,1.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,False
2466,3.0,1.0,5.0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,False
2467,67.0,16.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,False
2468,58.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,False
2469,65.0,16.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,False
2470,50.0,16.0,5.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,True
2471,26.0,17.0,5.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,True
2472,6.0,3.0,5.0,2.0,2.0,7.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,False
